1.777342855930328369e-01,1.923017203807830811e-02,-3.431733325123786926e-02,4.980329051613807678e-02,5.674203038215637207e-01,-2.749042026698589325e-02,-2.754552960395812988e-01,-3.303900659084320068e-01,1.960644870996475220e-01,-4.610404074192047119e-01,1.991074681282043457e-01,1.993220113217830658e-02,3.611261546611785889e-01,-3.842768371105194092e-01,-5.887333154678344727e-01
-6.380836963653564453e-01,-8.563382625579833984e-01,6.259777545928955078e-01,-5.193651318550109863e-01,3.884458541870117188e-01,5.169407725334167480e-01,-2.991230487823486328e-01,-1.847574114799499512e-01,-1.046038419008255005e-01,-6.281175613403320312e-01,7.581235170364379883e-01,-2.813683748245239258e-01,-2.163387984037399292e-01,1.526679396629333496e-01,-6.595193743705749512e-01
-2.207037806510925293e-01,1.380767375230789185e-01,-3.145744800567626953e-01,-1.079840958118438721e-01,1.839784681797027588e-01,6.376768946647644043e-01,-1.185478791594505310e-01,-1.751748621463775635e-01,1.727035790681838989e-01,2.275890260934829712e-01,2.416872531175613403e-01,1.289036870002746582e-01,7.657584547996520996e-01,3.723398149013519287e-01,-3.622330427169799805e-01
-3.254618942737579346e-01,2.343746274709701538e-01,9.221182763576507568e-02,-2.715742290019989014e-01,-2.738541960716247559e-01,2.141823470592498779e-01,-4.150870442390441895e-01,3.938691020011901855e-01,-1.250740140676498413e-01,1.519270390272140503e-01,7.219323515892028809e-02,-2.252456694841384888e-01,-1.251030117273330688e-01,-5.298963189125061035e-01,-1.402044296264648438e-02
-3.124849498271942139e-01,-6.917104125022888184e-03,-9.295485168695449829e-02,-3.373245298862457275e-01,-6.836174428462982178e-02,-2.984170317649841309e-01,-4.229871928691864014e-01,2.980341911315917969e-01,3.925804793834686279e-01,-5.104360580444335938e-01,-2.429189234972000122e-01,2.203676402568817139e-01,-9.161507338285446167e-02,-1.382937282323837280e-01,-1.180273294448852539e-01
1.156382113695144653e-01,4.132634699344635010e-01,1.449776589870452881e-01,5.818548426032066345e-02,-1.796292066574096680e-01,-1.948819495737552643e-02,2.240760177373886108e-01,4.607906099408864975e-03,-6.157964468002319336e-01,-5.672505125403404236e-02,-7.075133174657821655e-02,-3.021401725709438324e-02,1.532003283500671387e-01,-1.159311309456825256e-01,6.853172779083251953e-01
2.735960111021995544e-02,-1.153579235076904297e+00,6.128467917442321777e-01,1.057111263275146484e+00,1.245281696319580078e-01,9.007583260536193848e-01,2.068248018622398376e-02,-5.341508984565734863e-01,-3.850093185901641846e-01,1.364241957664489746e+00,1.590083986520767212e-01,-3.054004907608032227e-01,6.214060261845588684e-02,-1.943523287773132324e+00,4.000058174133300781e-01
2.578311264514923096e-01,-2.381062060594558716e-01,5.442087724804878235e-02,3.486482501029968262e-01,-4.106974899768829346e-01,5.325135588645935059e-01,1.443538218736648560e-01,-3.300611078739166260e-01,-4.127403721213340759e-02,4.439338445663452148e-01,-2.206797599792480469e-01,-1.601618677377700806e-01,-1.242313310503959656e-01,5.048234462738037109e-01,4.592192769050598145e-01
-5.722987651824951172e-01,-5.198771953582763672e-01,-4.208451807498931885e-01,8.120211362838745117e-01,1.621010005474090576e-01,2.957318723201751709e-01,-1.584861278533935547e-01,-5.173355340957641602e-01,-2.505462169647216797e-01,4.868095517158508301e-01,6.095740795135498047e-01,-4.399835169315338135e-01,-2.711781263351440430e-01,-8.784431815147399902e-01,-2.332115918397903442e-01
-4.643133580684661865e-01,-1.694663017988204956e-01,2.532866597175598145e-01,2.094444036483764648e-01,4.629148244857788086e-01,-5.966425314545631409e-02,-5.554260015487670898e-01,-4.019977450370788574e-01,2.531388998031616211e-01,1.620342433452606201e-01,1.858494244515895844e-03,4.798011109232902527e-02,1.627679616212844849e-01,8.587186783552169800e-02,-9.286835193634033203e-01
6.236668825149536133e-01,1.324854046106338501e-01,3.187280297279357910e-01,5.938391089439392090e-01,4.210243225097656250e-01,-1.469619125127792358e-01,-1.818134933710098267e-01,2.865919470787048340e-01,-3.419601619243621826e-01,-4.435081034898757935e-02,-1.114606782793998718e-01,-2.883751131594181061e-02,7.464212179183959961e-02,-1.547271013259887695e-01,1.993122696876525879e-01
-1.321086734533309937e-01,5.062043294310569763e-02,1.827096641063690186e-01,1.767752617597579956e-01,8.461479097604751587e-02,-1.012647151947021484e-02,-3.436258137226104736e-01,-4.304662942886352539e-01,2.086214572191238403e-01,-4.487361013889312744e-02,-1.195577308535575867e-01,1.928608864545822144e-01,-1.408214569091796875e-01,-2.564167082309722900e-01,-1.578848659992218018e-01
-2.626139819622039795e-01,2.814837694168090820e-01,2.017913162708282471e-01,4.582621157169342041e-02,-2.143289893865585327e-01,2.183713316917419434e-01,-4.937367439270019531e-01,1.940357983112335205e-01,1.677056849002838135e-01,7.764805108308792114e-02,-4.326383769512176514e-02,8.075565844774246216e-02,-3.245555981993675232e-02,5.070381239056587219e-02,1.176209524273872375e-01
-1.315358281135559082e-01,-3.835010528564453125e-01,4.847196340560913086e-01,2.339821606874465942e-01,5.375261604785919189e-02,7.095113992691040039e-01,2.233500480651855469e-01,5.578454211354255676e-02,5.640278458595275879e-01,-8.823179602622985840e-01,8.469530344009399414e-01,3.474918901920318604e-01,2.700038552284240723e-01,3.031282126903533936e-01,-1.977292299270629883e-01
-5.916254520416259766e-01,-9.565718770027160645e-01,9.646431803703308105e-01,7.613471150398254395e-01,2.202192842960357666e-01,-5.781868845224380493e-02,1.882565468549728394e-01,9.877573698759078979e-02,-7.950114011764526367e-01,2.953051924705505371e-01,-1.374350786209106445e-01,-3.435580134391784668e-01,-5.942362174391746521e-02,-1.437010049819946289e+00,1.454715132713317871e-01
